player_name,legend,legend_category,BR Kills,BR Damage,BR Wins
AgeB4beauty0,Rampart,Controller,3227.0,970054.1263542466,193.0
AgeB4beauty0,Pathfinder,Skirmisher,2685.0,906203.0,134.0
AgeB4beauty0,Bangalore,Assault,2570.0,919427.0,139.0
AgeB4beauty0,Fuse,Assault,2548.0,837787.0,93.0
AgeB4beauty0,Revenant,Skirmisher,2546.0,890384.0,154.0713304625073
AgeB4beauty0,Wattson,Controller,2451.0,816504.0,147.92013759637862
AgeB4beauty0,Crypto,Recon,2213.0,837587.0,66.0
AgeB4beauty0,Seer,Recon,1948.0,652177.0,124.0
AgeB4beauty0,Octane,Skirmisher,1538.0,547130.7922274183,90.98412461086279
AgeB4beauty0,Gibraltar,Support,1488.0,534579.8505512269,87.87694210263251
AgeB4beauty0,Caustic,Controller,1404.0,513494.26853522554,82.65687548880561
AgeB4beauty0,Vantage,Recon,1115.0,464080.0,49.0
AgeB4beauty0,Mad Maggie,Assault,240.0,221308.34631349164,10.32166669720442
AgeB4beauty0,Valkyrie,Skirmisher,211.0,214028.8001413007,8.519500842430851
Ai SKITZZ,Lifeline,Support,43143.0,10426960.0,2673.681166381515
Ai SKITZZ,Revenant,Skirmisher,6762.0,1858453.1785558872,415.6225530707637
Ai SKITZZ,Pathfinder,Skirmisher,6073.0,1685501.2022579708,372.80557810735024
Ai SKITZZ,Octane,Skirmisher,5497.0,1540914.3541482468,337.01083561253733
Ai SKITZZ,Loba,Support,3616.0,1068747.9282899294,220.11862965291374
Ai SKITZZ,Gibraltar,Support,2490.0,786100.721742101,150.14487956756756
Ai SKITZZ,Bloodhound,Recon,2441.0,773800.7988994335,147.09984070950188
Ai SKITZZ,Wraith,Skirmisher,2178.0,707782.8456826671,130.75606071621053
Ai SKITZZ,Bangalore,Assault,1766.0,604363.0862708506,105.15287684839294
Ai SKITZZ,Caustic,Controller,947.0,398778.6616148369,54.257227363580746
Ai SKITZZ,Seer,Recon,571.0,304395.58020987816,30.891214901688954
Ai SKITZZ,Horizon,Skirmisher,431.0,269252.9435165425,22.191103878644135
Ai SKITZZ,Mirage,Support,188.0,208255.36697025268,7.0901968886449165
Ai SKITZZ,Crypto,Recon,100.0,186165.70962015598,1.6215556741596036
Ai SKITZZ,Rampart,Controller,80.0,181145.33294967943,0.3786826708674864
Ai SKITZZ,Mad Maggie,Assault,18.0,165582.1652712022,-3.474223639338075
Ai SKITZZ,Valkyrie,Skirmisher,12.0,164076.05227005924,-3.8470855403257103
Ai SKITZZ,Fuse,Assault,10.0,163574.0146030116,-3.971372840654922
Ai SKITZZ,Ash,Assault,7.0,162820.9581024401,-4.157803791148739
Albanian B0T,Wraith,Skirmisher,19495.0,7149032.0,1217.2597612209083
Albanian B0T,Octane,Skirmisher,11156.0,2961429.93305958,688.6817518940418
Albanian B0T,Lifeline,Support,9743.0,2606740.3212904134,600.8727742114537
Albanian B0T,Horizon,Skirmisher,2616.0,817729.0947661031,157.9749794883079
Albanian B0T,Conduit,Support,2012.0,666113.7193177119,120.44021478888597
Albanian B0T,Valkyrie,Skirmisher,651.0,324477.08689178433,35.86270691485742
Albanian B0T,Bangalore,Assault,404.0,262475.4350113992,20.51322532419978
Albanian B0T,Catalyst,Controller,336.0,245406.154331779,16.28745711300658
AlgoSween,Bangalore,Assault,11921.0,3754096.0,755.0
AlgoSween,Horizon,Skirmisher,10669.0,2948137.0,658.956855199162
AlgoSween,Lifeline,Support,6332.0,1721327.0,388.7563715123872
AlgoSween,Wattson,Controller,2506.0,790117.0230784821,151.13917797020125
AlgoSween,Octane,Skirmisher,2305.0,707472.0,108.0
AlgoSween,Vantage,Recon,2030.0,670632.0583211408,121.55880049184887
AlgoSween,Newcastle,Support,1311.0,490149.5170175097,76.87751602349728
