player_name,BR Kills,BR Damage,BR Wins
AthenasMerci,1244,217876,57
AthenasMerci,1147,337827,74
AthenasMerci,1081,348986,56
AthenasMerci,964,389409,51
AthenasMerci,822,311737,0
AthenasMerci,596,191661,29
AthenasMerci,365,134270,32
AthenasMerci,352,118244,18
AthenasMerci,244,97401,10
AthenasMerci,201,83009,20
AthenasMerci,173,50576,7
AthenasMerci,167,49569,6
AthenasMerci,129,53901,17
AthenasMerci,107,32466,0
AthenasMerci,7,1618,0
Aurelius77777,130123,33294299,10092
Aurelius77777,1580,498223,107
Aurelius77777,535,163146,35
Aurelius77777,532,166036,30
Aurelius77777,414,0,0
Aurelius77777,87,0,0
Aurelius77777,56,0,0
Aurelius77777,55,0,0
Aurelius77777,52,0,0
Aurelius77777,13,0,0
Authority7-_-,27959,2593039,64
Authority7-_-,21135,6325412,1274
Authority7-_-,10407,3382267,131
Authority7-_-,10401,3300532,0
Authority7-_-,3702,1138256,183
Authority7-_-,2122,518866,38
Authority7-_-,874,0,0
Authority7-_-,833,0,25
Authority7-_-,633,236116,36
Authority7-_-,617,210549,6
Authority7-_-,577,196692,28
Authority7-_-,306,92867,0
Authority7-_-,296,0,0
Authority7-_-,114,42424,4
Authority7-_-,112,41432,4
Authority7-_-,57,12654,0
Authority7-_-,57,0,0
Axviyx,30679,8339107,1317
Axviyx,22477,6187158,1182
Axviyx,6877,2017990,286
Axviyx,3906,0,0
Axviyx,3421,0,0
Axviyx,2222,0,0
Axviyx,2151,0,0
Axviyx,1788,0,0
Axviyx,1186,395871,61
Axviyx,2,0,0
Axviyx,0,0,53
AylaMaiden,24273,6851723,1160
AylaMaiden,15062,4235045,0
AylaMaiden,8712,2903979,465
AylaMaiden,6765,0,230
AylaMaiden,3574,1441778,187
AylaMaiden,2151,606134,156
AylaMaiden,1739,660071,97
AylaMaiden,1408,441123,77
AylaMaiden,1378,327633,0
AylaMaiden,565,0,0
AylaMaiden,442,144476,26
AylaMaiden,91,0,0
AylaMaiden,20,0,0
AzayBae,137732,36964795,8345
AzayBae,40013,0,0
AzayBae,2527,893219,0
AzayBae,1599,479091,0
AzayBae,990,331127,0
AzayBae,449,0,0
AzayBae,360,123936,0
AzayBae,208,0,0
AzayBae,174,0,0
AzayBae,160,0,0
AzayBae,124,0,0
AzayBae,77,0,0
AzayBae,74,0,0
AzayBae,55,0,0
AzayBae,27,0,0
AzayBae,22,8032,0
AzayBae,0,20918,0
BAKUGEKINISHIDA,120839,28881359,6828
BAKUGEKINISHIDA,10518,2478961,479
BAKUGEKINISHIDA,3256,977026,157
BAKUGEKINISHIDA,3216,0,161
BAKUGEKINISHIDA,1739,599703,0
BAKUGEKINISHIDA,1407,0,0
BAKUGEKINISHIDA,1107,0,0
BAKUGEKINISHIDA,868,323527,51
BAKUGEKINISHIDA,343,92228,22
BAKUGEKINISHIDA,318,100712,11
BAKUGEKINISHIDA,104,28630,11
BAKUGEKINISHIDA,90,0,0
BE_ULTRA_,62903,17618758,10002
BE_ULTRA_,27751,8840955,3000
BE_ULTRA_,7021,0,0
BE_ULTRA_,6829,1948668,446
BE_ULTRA_,2803,723583,278
BE_ULTRA_,2641,797373,224
BE_ULTRA_,2360,752406,238
BE_ULTRA_,2016,614488,182
BE_ULTRA_,1584,396060,204
BE_ULTRA_,1230,364570,96
BE_ULTRA_,1180,335092,130
BE_ULTRA_,1051,303770,92
BE_ULTRA_,970,299990,100
BE_ULTRA_,263,82332,30
BE_ULTRA_,164,0,0
BE_ULTRA_,123,40924,13
BE_ULTRA_,22,7225,3
BE_ULTRA_,20,0,0
BFF_KOJI,33980,10560984,2143
BFF_KOJI,12137,4079455,570
BFF_KOJI,11882,0,0
BFF_KOJI,11455,0,0
BFF_KOJI,3702,0,0
BFF_KOJI,2508,0,0
BFF_KOJI,1852,648416,119
BFF_KOJI,1801,0,112
BFF_KOJI,1568,0,0
BFF_KOJI,1560,0,0
BFF_KOJI,1489,0,0
BFF_KOJI,1485,0,0
BFF_KOJI,999,358283,71
BFF_KOJI,999,0,0
BFF_KOJI,892,0,0
BFF_KOJI,576,0,0
BFF_KOJI,512,210795,33
BFF_KOJI,277,0,0
BFF_KOJI,178,0,0
BFF_KOJI,131,0,0
BFF_KOJI,110,0,0
BFF_KOJI,64,0,0
BOYgynnn,36727,14890826,3161
BOYgynnn,7300,2333659,540
BOYgynnn,2619,788226,161
BOYgynnn,1504,425775,117
BOYgynnn,1111,305019,52
BOYgynnn,1077,0,0
BOYgynnn,1059,282054,89
BOYgynnn,1041,308853,88
BOYgynnn,1000,0,0
BOYgynnn,707,0,0
BOYgynnn,477,169336,42
BRO IM MASTER WITH FIRST ACOUNT,23634,0,0
BRO IM MASTER WITH FIRST ACOUNT,13184,2777384,1290
BRO IM MASTER WITH FIRST ACOUNT,11664,0,0
BRO IM MASTER WITH FIRST ACOUNT,6641,0,0
BRO IM MASTER WITH FIRST ACOUNT,6622,0,0
BRO IM MASTER WITH FIRST ACOUNT,4599,0,0
BRO IM MASTER WITH FIRST ACOUNT,2792,0,0
BRO IM MASTER WITH FIRST ACOUNT,2450,0,0
BRO IM MASTER WITH FIRST ACOUNT,2373,0,0
BRO IM MASTER WITH FIRST ACOUNT,2156,0,0
BRO IM MASTER WITH FIRST ACOUNT,1978,0,0
BRO IM MASTER WITH FIRST ACOUNT,1757,0,0
BRO IM MASTER WITH FIRST ACOUNT,1515,0,0
BRO IM MASTER WITH FIRST ACOUNT,1196,0,0
